681.6780090093961	542.6563425989863
686.2655212739285	337.3608517063724
731.0708679119955	326.141648733051
654.0654769592118	340.4756117435805
735.0034879448505	348.7553648243598
712.486282606992	339.9755849529106
710.0011364266924	597.7254282898991
668.561030235628	320.7033907704698
651.4345872734282	599.820201001766
751.5829653904277	326.8693710937863
544.2415408216642	284.437713016672
517.1482097271075	492.29855327236163
388.1234845378498	420.531495136316
574.3344080962634	354.28397291913865
432.92641066314025	409.6940420665948
685.7563215527208	483.1702047230172
592.6597417051594	289.46076460742927
444.48090350771935	462.20930319505953
539.678857425603	454.197896585597
516.7682094446717	298.45662336249916
730.6263475525152	662.0287910694756
491.54341570416085	231.62201476808454
459.7274173473686	660.4833448954705
449.01642124862855	289.54709631910686
474.7950033437973	617.2241983786225
697.062545661108	650.7059815548635
666.3928243825283	690.0452913354038
456.57571490137093	589.8328758381747
543.1592423540574	266.0024217644881
459.51244958122203	623.3330141694272
454.63119184409413	448.9652363997627
736.1797428496403	412.8089464538866
620.2508012493142	577.3063790345795
642.3313329442565	646.8574714858995
676.2838656603569	373.50501040734827
589.9029932910553	329.2446211567526
503.33740547496427	339.8260314626856
464.7294995742486	365.7528307280109
530.7457908013928	325.11043846401486
709.9210923946251	150.38148908020318
433.6704184349877	560.1805794189648
720.5539965252843	510.2787930887045
609.1512868065171	431.3339799472802
630.8613490030706	590.9480630885998
415.6336591675276	600.4810672469865
462.9115820502112	316.9664051687855
741.6347346428365	155.82451632287544
504.1265757535537	313.3282863594917
738.3906354722025	438.57864216711357
843.8399749661199	336.8969252041445
711.4351456883551	397.09846939824075
597.149449085473	411.73227064040026
537.588425955892	298.98950038785387
672.2481763440686	593.6647197643148
531.0200321685771	514.2378151945865
651.786134364709	467.2816971923558
524.6271215087354	262.2449209252637
467.47438024716945	417.52393991045057
828.1072605201183	407.02090253632707
506.8644360774703	383.6439740205946
603.8296044552145	555.9461445386341
484.2437946331036	357.6550707125096
614.3717315577935	406.10970283535
560.6434408801355	615.8298538363556
506.17543147641686	275.1854675078209
579.3952255441433	372.0308562459528
867.0130417478446	364.8877739502255
871.1053352468405	392.8837969438327
517.8709389362728	604.2245831771842
580.1413365936944	568.6302355350581
556.9467538520497	307.9396529203898
560.6711566459562	568.5185218036165
771.5036892590484	519.848072822243
586.1544793700922	264.08720558681523
608.9008822383493	339.2462631469462
525.7648001338724	245.48714235396952
761.9167719116535	386.8457661704908
700.4638757887215	496.6023342674448
657.9578729146815	446.7876583779533
676.3411719274426	429.54401549178766
572.6682590962819	291.5827463687583
540.1923850751879	560.0805845464813
472.94479945477747	506.91114139365243
476.58902199424955	534.0676247290954
557.2323478037299	354.36556422646527
562.3044157458842	537.3668078118376
518.9208748266552	585.2170278279309
812.3205236607156	535.911961145344
615.6731542097904	500.13402438718975
683.2815331005063	457.4023499884025
645.1145710102099	488.9102504775071
792.1806028775363	458.7274500223341
518.8183325289313	527.2564516100299
